SourceDrive,CurrentPath,CurrentName,CurrentType,ProposedTSI01Path,ProposedName,RenameReason,Confidence
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\4 — RED-FLAG TRIGGER LIBRARY\4.8 Supervisor Notification Templates,TSI — SUPERVISOR NOTIFICATION TEMPLATES.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SUPERVISOR NOTIFICATION TEMPLATES.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\4 — RED-FLAG TRIGGER LIBRARY\4.3 Property Red-Flags,SAI — PROPERTY RED-FLAGS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — PROPERTY RED-FLAGS.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\4 — RED-FLAG TRIGGER LIBRARY\4.7 Mandatory Escalation Scripts,SAI — MANDATORY ESCALATION SCRIPTS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — MANDATORY ESCALATION SCRIPTS v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\4 — RED-FLAG TRIGGER LIBRARY\4.1 Red-Flag Overview & Rules,TSI — SAI RED-FLAG OVERVIEW & RULES.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI RED-FLAG OVERVIEW & RULES.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\4 — RED-FLAG TRIGGER LIBRARY\4.2 People Red-Flags,SAI — PEOPLE RED-FLAGS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — PEOPLE RED-FLAGS v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\4 — RED-FLAG TRIGGER LIBRARY\4.4 Planet Red-Flags,SAI — PLANET RED-FLAGS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — PLANET RED-FLAGS v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\5 — RISK CLASSIFICATION ENGINE (Tiers 1–3)\5.5 SAI Summary Logic (Tier → Output Language),TSI — SAI SUMMARY LOGIC v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI SUMMARY LOGIC v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\5 — RISK CLASSIFICATION ENGINE (Tiers 1–3)\5.3 Example Classifications (People   Property   Planet),TSI — SAI EXAMPLE RISK CLASSIFICATIONS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI EXAMPLE RISK CLASSIFICATIONS v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\5 — RISK CLASSIFICATION ENGINE (Tiers 1–3)\5.4 Control Mapping Table (Controls → Tier Adjustment),TSI — SAI CONTROL MAPPING TABLE.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI CONTROL MAPPING TABLE.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\5 — RISK CLASSIFICATION ENGINE (Tiers 1–3)\5.2 Risk Scoring Logic (Rules-Based Engine),TSI — SAI RISK SCORING LOGIC v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI RISK SCORING LOGIC v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\5 — RISK CLASSIFICATION ENGINE (Tiers 1–3)\5.1 Tier Structure Overview (Green   Amber   Red),TSI — SAI RISK TIER STRUCTURE (Green   Amber   Red).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI RISK TIER STRUCTURE (Green   Amber   Red).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\1 — ASSESSMENT LOGIC MODEL (IMS   3Ps)\1.3 Assessment Engine Flowchart,TSI — SAI ASSESSMENT ENGINE FLOWCHART (v1.0 MASTER).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI ASSESSMENT ENGINE FLOWCHART (v1.0 MASTER).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\1 — ASSESSMENT LOGIC MODEL (IMS   3Ps)\1.4 Input → Processing → Output Model,SAI — INPUT   PROCESSING   OUTPUT MODEL.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — INPUT   PROCESSING   OUTPUT MODEL.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\1 — ASSESSMENT LOGIC MODEL (IMS   3Ps)\1.1 IMS Alignment Map,TSI — SAI SAFETY ASSESSMENT ENGINE IMS ALIGNMENT MAP (v1.0 MASTER).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI SAFETY ASSESSMENT ENGINE IMS ALIGNMENT MAP (v1.0 MASTER).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\1 — ASSESSMENT LOGIC MODEL (IMS   3Ps)\1.2 3Ps → Risk → Controls Matrix,1.2 — 3Ps → RISK → CONTROLS MATRIX.gsheet,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,1.2 — 3Ps → RISK → CONTROLS MATRIX.gsheet,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\1 — ASSESSMENT LOGIC MODEL (IMS   3Ps)\1.5 Safe Response Escalation Pathway,TSI — SAI SAFE RESPONSE ESCALATION PATHWAY.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI SAFE RESPONSE ESCALATION PATHWAY.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\6 — SAI RESPONSE TEMPLATES\6.5 Drift-Control Language Patterns,TSI — SAI DRIFT-CONTROL LANGUAGE PATTERNS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI DRIFT-CONTROL LANGUAGE PATTERNS.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\6 — SAI RESPONSE TEMPLATES\6.1 IMS-Aligned Response Templates,TSI — SAI IMS-ALIGNED RESPONSE TEMPLATES v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI IMS-ALIGNED RESPONSE TEMPLATES v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\6 — SAI RESPONSE TEMPLATES\6.2 Coaching & Guidance Phrases,TSI — SAI COACHING & GUIDANCE PHRASES.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI COACHING & GUIDANCE PHRASES.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\6 — SAI RESPONSE TEMPLATES\6.4 Follow-Up Action Prompts,TSI — SAI FOLLOW-UP ACTION PROMPTS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI FOLLOW-UP ACTION PROMPTS.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\6 — SAI RESPONSE TEMPLATES\6.3 Control Recommendation Templates,TSI — SAI CONTROL RECOMMENDATION TEMPLATES v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI CONTROL RECOMMENDATION TEMPLATES v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\10 — VISION-ASSISTED RISK ASSESSMENT LAYER (v1.0)\10.1 Vision Input Rules,TSI — SAI Vision Input Rules v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI Vision Input Rules v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\10 — VISION-ASSISTED RISK ASSESSMENT LAYER (v1.0)\10.7 Privacy & Anonymisation Rules,TSI — Vision Privacy and Anonymisation Rules.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — Vision Privacy and Anonymisation Rules.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\10 — VISION-ASSISTED RISK ASSESSMENT LAYER (v1.0)\10.6 “Unable to Confirm” Safe Responses,SAI — Unable to Confirm Response Library.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — Unable to Confirm Response Library.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\10 — VISION-ASSISTED RISK ASSESSMENT LAYER (v1.0)\10.9 Vision + Text Integration Logic,SAI — Vision and Text Integration Logic v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — Vision and Text Integration Logic v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\10 — VISION-ASSISTED RISK ASSESSMENT LAYER (v1.0)\10.8 IMS Evidence Protocol,TSI — Vision Evidence Protocol (IMS-Aligned) v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — Vision Evidence Protocol (IMS-Aligned) v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\10 — VISION-ASSISTED RISK ASSESSMENT LAYER (v1.0)\10.3 Video Capture Guidelines,TSI — SAI Video Capture Guidelines v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI Video Capture Guidelines v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\10 — VISION-ASSISTED RISK ASSESSMENT LAYER (v1.0)\10.2 Photo Quality Checklist,SAI Photo Quality Checklist.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Photo Quality Checklist.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\10 — VISION-ASSISTED RISK ASSESSMENT LAYER (v1.0)\10.4 Vision Hazard Library,TSI Vision Hazard Library v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI Vision Hazard Library v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\10 — VISION-ASSISTED RISK ASSESSMENT LAYER (v1.0)\10.5 Vision Red-Flag Triggers,SAI — Vision Red-Flag Triggers v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — Vision Red-Flag Triggers v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER),SAI Onboarding MASTER v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Onboarding MASTER v1.0.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\6. SAI — SMART TOOLS SCRIPT,SAI - Smart Tools Script.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI - Smart Tools Script.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\9. SAI — ERROR PREVENTION & DRIFT CONTROL (User-Facing),SAI — ERROR PREVENTION & DRIFT CONTROL (User-Facing).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — ERROR PREVENTION & DRIFT CONTROL (User-Facing).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\10. SAI — ONBOARDING FLOW LOGIC (Website),SAI - ONBOARDING FLOW LOGIC (Website) State Machine.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI - ONBOARDING FLOW LOGIC (Website) State Machine.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\7. SAI — INDUSTRIES SCRIPT,TechSafe Industry Sector Script.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TechSafe Industry Sector Script.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\2. SAI — ONBOARDING OPTIONS MENU,SAI Onboarding Options Menu.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Onboarding Options Menu.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\11. SAI — BEHAVIOUR RULES FOR ONBOARDING,SAI Onboarding Behavior Rules.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Onboarding Behavior Rules.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\8. SAI — CONTACT SCRIPT,SAI Contact Script.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Contact Script.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\3. SAI — GUIDED SAFETY   IMS ASSESSMENT PROMPT,SAI - Guided Safety   IMS Assessment Prompt.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI - Guided Safety   IMS Assessment Prompt.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\4. SAI — IMS EXPLAINER SCRIPT,SAI - IMS Explainer Script.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI - IMS Explainer Script.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\1. SAI BASE INTRODUCTION (Website Load),SAI Base Introduction Options.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Base Introduction Options.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\2. SAI ONBOARDING SCRIPT v1.0 (MASTER)\5. SAI — TSI SOLUTIONS SCRIPT,SAI - TSI SOLUTIONS SCRIPT.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI - TSI SOLUTIONS SCRIPT.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\SAI-COM OPERATIONAL INTELLIGENCE SYSTEM,TSI-OS 06 — SAI-COM OPERATIONAL INTELLIGENCE SYSTEM Developer Specification (V1.2 — Condensed).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI-OS 06 — SAI-COM OPERATIONAL INTELLIGENCE SYSTEM Developer Specification (V1.2 — Condensed).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\SAI-COM OPERATIONAL INTELLIGENCE SYSTEM,SAI-COM_Operational_Intelligence_Brain_Without_Hands.m4a,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI-COM_Operational_Intelligence_Brain_Without_Hands.m4a,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\SAI-COM OPERATIONAL INTELLIGENCE SYSTEM,SAI-COM__The_Engine.mp4,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI-COM__The_Engine.mp4,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\SAI-COM OPERATIONAL INTELLIGENCE SYSTEM,SAI-COM Workflow.png,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI-COM Workflow.png,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\SAI-COM OPERATIONAL INTELLIGENCE SYSTEM,SAI-COM_Operational_Intelligence_Blueprint.pdf,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI-COM_Operational_Intelligence_Blueprint.pdf,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\SAI-COM OPERATIONAL INTELLIGENCE SYSTEM,SAI-COM BEHAVIOUR DOCUMENT v2.1.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI-COM BEHAVIOUR DOCUMENT v2.1.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.3 Agent API & Data Schemas,Untitled document.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,Untitled document.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.3 Agent API & Data Schemas,Agent API & Data Schemas.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,Agent API & Data Schemas.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.2 Agent Logic Blueprints,Agent Logic Blueprint v1.1.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,Agent Logic Blueprint v1.1.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.2 Agent Logic Blueprints,Agent Logic Blueprints v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,Agent Logic Blueprints v1.0.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.1 SAI-COM Agent Matrix (MASTER),4.1 SAI-COM Agent Matrix v1.1 (Master).gdoc.lnk,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,4.1 SAI-COM Agent Matrix v1.1 (Master).gdoc.lnk,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.1 SAI-COM Agent Matrix (MASTER),4.1 SAI-COM Agent Matrix v1.0 (MASTER).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,4.1 SAI-COM Agent Matrix v1.0 (MASTER).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.7 Future Agent Development,Untitled document.gdoc.lnk,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,Untitled document.gdoc.lnk,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.7 Future Agent Development,Future Agent Development v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,Future Agent Development v1.0.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.5 Digi-Board Integration Agents,Digi-Board Integration Agents v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,Digi-Board Integration Agents v1.0.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.4 Agent Governance Rules,Untitled document.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,Untitled document.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\4. SAI-COM AGENTS\4.4 Agent Governance Rules,Agent Governance Rules.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,Agent Governance Rules.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER),SAI Command Pack MASTER v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Command Pack MASTER v1.0.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\6. SAI COMMAND RULES (MANDATORY),SAI Command Rules (Mandatory).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Command Rules (Mandatory).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\2. SAI MISSION STATEMENT,SAI Mission Statement.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Mission Statement.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\10. SAI WEBSITE MODE (FRONT-END),SAI Website Mode (Front-End) Specifications.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Website Mode (Front-End) Specifications.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\7. SAI SAFETY PROTOCOLS,SAI Safety Protocol.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Safety Protocol.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\11. VERSIONING,Versioning Table.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,Versioning Table.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\8. SAI BRAND BEHAVIOUR,SAI Brand Behavior Guidelines.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Brand Behavior Guidelines.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\4. SAI COMMUNICATION STYLE,SAI Communication Style Guide.gdoc.lnk,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Communication Style Guide.gdoc.lnk,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\4. SAI COMMUNICATION STYLE,SAI COMMUNICATION STYLE v1.0 (MASTER).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI COMMUNICATION STYLE v1.0 (MASTER).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\1. SAI CORE IDENTITY,SAI Core Identity.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Core Identity.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\1. SAI CORE IDENTITY,SAI — CORE IDENTITY v1.1 (MASTER).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — CORE IDENTITY v1.1 (MASTER).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\3. SAI BEHAVIOURAL DOCTRINE,SAI Behavioural Doctrine.gdoc.lnk,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Behavioural Doctrine.gdoc.lnk,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\3. SAI BEHAVIOURAL DOCTRINE,SAI BEHAVIOURAL DOCTRINE v1.0 (MASTER).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI BEHAVIOURAL DOCTRINE v1.0 (MASTER).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\5. SAI PRIORITY FRAMEWORK,SAI Priority Framework.gdoc.lnk,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Priority Framework.gdoc.lnk,Staging pending classification,Low
